"TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","13","mayowa-the-smallie","mayowa the smallie","Mayowa is so small but everyone loves him still.","Male","hair: bald; eyes: blue; teeth: none; clothing: multicolored; accessories: mask; expression: none; strength: none; weakness: none","dfbb4163-df24-4d54-b74c-6218a68df8bd","7c3dd00ae31ece26553043d1815bfc6c9a9d8d9ad3cc0a87cddca6148155020f""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","14","muyiwa-the-stylish","muyiwa the stylish","Muyiwa has a motto which is never to be caught unfresh.","Male","hair: bald; eyes: ash; teeth: none; clothing: multicolored; accessories: mask; expression: none; strength: creativity; weakness: none","dcf9d5a0-57b7-4126-a05e-6c8f1045d3f7","af29b60a0ddfa2fbd5d90c9adae0b120d11d404b3a27560e088e36dd2eacd432""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","15","nina-paper-chaser","nina paper chaser","Nina loves money. It's all she dreams of.","Female","hair: brown double bun; eyes: none; teeth: none; clothing: animal print; accessories: glasses; expression: none; strength: hustler; weakness: none","59524227-dc52-407c-8cca-e9e8c5fb3018","64df77dc3fbbb21dc9fc0553f6220c022a61a87795c078a46a05189ed201bb3a""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","16","oluwaseun-spicy","oluwaseun spicy","He loves spicy foods. He cooks pepper and sprinkles rice on top.","Male","hair: bald; eyes: black; teeth: none; clothing: yellow and purple agbada; accessories: mask; expression: none strength: none; weakness: none","808f7007-6552-4efa-bd13-4b7c337b102b","b18656b8038fc42f6a11cdc4e0e95a02a247a6ba180258f944d67ecbbacbd8c5""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","17","sesan-the-smartie","sesan the smartie","Sesan always comes first in competitions.","Male","hair: bald; eyes: blue; teeth: none; clothing: orange; accessories: mask; expression: none; strength: intelligence; weakness: none","ba3edda7-8940-4ca4-97ba-826398d5909f","c40b408f8138bc8a17d1ee85aa543cd0d37955664ac9166b83e0a4d8d3a0f6f1""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","18","tiwa-london","tiwa london","If she says she's in London and you see her; you're in London too.","Female","hair: braids; eyes: none; teeth: none; clothing: black top; accessories: glasses; expression: none; strength: none; weakness: untruthfulness;","78da7aeb-8352-4e25-89ac-dc48b5984089","f9987d065f185dadf235d55a8e24c4ff9974bc4ef6a45154d052a42897b63853""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","19","tunde-yoruba-demon","tunde yoruba demon","Tunde derives joy in breaking hearts. It's a lifestyle.","Male","hair: bald; eyes: white; teeth: none; clothing: purple and yellow agbada; accessories: mask; expression: none; strength: none; weakness: promiscuity","53b46bd7-a537-402b-b249-0b4074a8faae","9ae8fb4ad427f9b66a0e76ef41a6c6c169376dac3c7acd1a7eb2cc4b0e888024""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","20","yakubu-the-zombie","yakubu the zombie","Yakubu earned his zombie title because na only dust full him head.","Male","hair: bald; eyes: black; teeth: none; clothing: green and purple agbada; accessories: mask; expression: none; strength:none; weakness:slow to understand things","4adb6781-1614-424e-8f77-fe59ffca2209","178ca58750bd672c5965f752f01931f4b23a3b978fee1efdd6919f147447654c""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"TEAM CLUTCH","21","abdul-the-vibe","abdul the vibe","Abdul the life of the party and can never be caught un-fresh.","Male","hair: none; eyes: black; teeth: none; clothing: purple and yellow kaftan; accessories: cap; expression: happy; strength: strong; weakness: no limitation","770f817a-9d9a-4772-9a91-e66dd9d03470","a49a8e32885ec1dfb949607ae7442d0494a82c537484ec4418a0cb2dd31bd1ee""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","22","emeka-the -clown","emeka the clown","Emeka the funny man; always making silly joke.","Male","hair: none; eyes: black; teeth: none; clothing: yellow and black ankara; accessories: cap; expression: straight face; strength: funny; weakness: little physique","78810fa6-a7ef-4d83-bf57-caf49db4ee69","8e933b3b096d0779de612c7e16703c602fc3852de34feb18e5c82e319e7308c5""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","23","salam-the-odogwu","salam the odogwu","Salam is a big time textile marketer always sourcing for quality materials.","Male","hair: none; eyes: brown; teeth: none; clothing: wine and yellow; accessories: yayada cap; expression: happy; strength: influence; weakness: impatience","f2957ded-022c-4b07-92c6-b345d4816a67","2ba7a4c2eee530fdfd3ba2d8276e4f8f44a96531bd83fba0e3af556c06a7c03d""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","24","charles-the-exporter","charles the exporter","Charles a business man an importer and exporter never to be caught idle.","Male","hair: none; eyes: grey; teeth: none; clothing: orange and blue; accessories: okpu ozo cap; expression: happy; strength: influential; weakness: incessant","09395e76-19ed-4852-8748-795ee7496a8e","c8257e74e93cbac82ccc343cb7dec80a9969742c8e5629bc391c58f0faa55c0e""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","25","wole-the-pimp","wole the pimp","Wole knows people and his way around his city.","Male","hair: none; eyes: black; teeth: two white teeth with diastema; clothing :yellow dashiki; accessories: yori yori; expression: happy; strength: strong; weakness: promiscuous","4d94d4f7-9b69-4e43-9db1-1fe83df92857","e9ba7e76c1a23781bc43a63c2d9cacd380a8fb05f8739bca4b7ff85ee56def51""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","26","saro-the-baller","saro the baller","Saro is a baller and he is always ready to turn-up","Male","hair: orange afro; eyes: blue; teeth: two white teeth with diastema; clothing: black and yellow kente; accessories: none; expression: angry; strength: strong; weakness: insatiable","d35a7514-8996-42fb-a5f2-5a603ec679c5","525249288ff4ba0a1b8a0c0e0e9ca168f70d612c8d8495ae7d2873d2cd6d6714""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","27","ade-omo-yoruba","ade omo yoruba","Ade is an influential man and he is revered in his town.","Male","hair: none; eyes: blue; teeth: complete white teeth and a gold tooth; clothing: black and yellow kente; accessories: wine cap; expression:happy; strength: hardworking; weakness: procrastination","92984fa0-310b-4377-8a10-15965d044383","2a8c52a6cd3254ea86577a4d93f54f219a6ad8fe28d39ad4dc0ae1867fce3bc0""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","28","shola-cool-kid","shola cool kid","Shola prefers to be alone because he hates stress.","Male","hair: none; eyes: none; teeth: none; clothing: yellow t-shirt and blue dongaris; accessories: red facecap; expression: playful; strength: fun; weakness: playful","3ac5c186-bc14-4eb6-8567-cc818465a64f","301556cb5c13131771efbe9939bf22ffe94dd12b5a4db9e52e22ae2bef7566fc""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","29","charlie-the-smoker","charlie the smoker","Charlie uses smoking as a coping mechanism.","Male","hair: none; eyes: black; teeth: none; clothing: black shirt with lion prints; accessories: blue cap; expression: happy; strength: nice; weakness: gullible","71a0aa22-d111-43b7-8484-43d87310bc42","f5b519ded0f1ce09c4a7d10780f8ef93a7876c0504e6a207d8cd734467a0faca""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","30","femi-the-badguy","femi the badguy","Femi is one of the fliest guys in Lagos.","Male","hair: orange; eyes: black; teeth: none; clothing: white t-shirt and blue dongaris; accessories: smoking pipe; expression: unbothered; strength: fearless; weakness: intolerance","e493e3fb-a8a0-455a-854f-0f6474bbc69f","3a8c1b6a85cce9411bab0d62169fa66e62a1cdbe4d68cff6dd887363ed248c65""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","31","sinzu-money","sinzu money","Sinzu loves spending money on flashy things.","Male","hair: none; eyes: blue; teeth: white complete teeth and a brown tooth; clothing: purple and yellow kaftan; accessories: green-stripped fila cap; expression: strength; strength: generous; weakness: aggressive","942f8347-9932-4331-bd15-d0f3a048b54f","5af01ec41cb13117f46eba02455cd040df904d0193c580c6190d795d711badd4""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","32","obinna-the-palmwine tapper","obinna the palmwine tapper","Obinna taps palmwine for a living.","Male","hair: none; eyes: black; teeth: none; clothing: yellow black and a touch of pink ankara; accessories: cap; expression: happy; strength: contentment; weakness: naive","0f1af056-2548-4407-bed4-abc11deae05d","3448439df3c8e422cf6a98c320c55adbbe1f68c58a658029920b8ffc20075d1a""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","33","aminu-maikudi","aminu maikudi","Aminu is a wealthy man from a family with generational wealth.","Male","hair: none; eyes: black; teeth: none; clothing: maroon and yellow agbada; accessories: cap; expression: unbothered; strength: confidence; weakness: selfishness","0129e7a5-e3d0-4675-92d0-1a1e55d11612","7c1b9c6ed223a358712ff82cc158ffcfee9292c1949ff73636336836ecb4eeff""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","34","sabinus-the-town crier","sabinus the town crier","Sabinus delivers messages to his town people.","Male","hair: none; eyes: black; teeth: two white teeth with diastema; clothing: orange ankara with touches of blue; accessories: cap; expression: happy; strength: dexterity; weakness: impatience","01d4ce96-818e-44b1-8813-68a7d34b35ba","49a644a9964e79d7ef6d776df0091b556c4bb88b13cd407a3d5ea03d64aa5b53""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","35","adisa-ibadan","adisa ibadan","Adisa is an elegant man and he is adored by his people.","Male","hair: none; eyes: black; teeth: none; clothing: kente; accessories:abeti-aja cap; expression: mischievous; strength: independent; weakness: bossy","3a925f27-35f6-4dbf-9960-c6527fae5f3e","257a3c79c13b2e9ed5eb49c11323da07a1462c90b7b3b4e2a47317d7381c7de9""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","36","linda-the-navigator","linda the navigator","Linda knows how to make a way for herself and the people around her.","Female","hair: blonde; eyes: none; teeth: none; clothing:multicolored; accessories: glasses; expression: confused; strength: creative; weakness: insecure","71f335a6-5a4f-4410-9cea-179336f0e498","2120fe1b3a73a5896e8dc6414e5eef119fdef88a60c2718415ff33c4153f15ed""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","37","kemi-the-iron lady","kemi the iron lady","Kemi the strongest woman known to the town of Igbede people.","Female","hair: ginger; eyes: none; teeth: none; clothing: ankara; accessories:glasses and a pipe; expression: cool; strength: disciplined; weakness: perfectionist","35b11a31-5b92-49f4-8fb1-30f255d22054","d583bfbea5f27c3ecb8719c5df8eadf4feaa49bdec53becc5234a5b0bdf46eca""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","38","mercy-the-sassy lady","mercy the sassy lady","Mercy is a confident woman and never hesistate to show it.","Female","hair: brown; eyes: none; teeth:none; clothing: ankara; accessories: glasses; expression: sassy; strenght: creative; weakness: sensitive","7a3c70ac-927f-4a63-a3df-ab86dd27cd0f","5abd07f3ebed83c595b00e7e6d9ff8f45b16ee34c96421009a1891f02926c9a4""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","39","sandra-money","sandra money","Sandra likes getting and spending money.","Female","hair: brown; eyes: none; teeth:none; clothing:yellow and black; accessories: glasses; expression: confused; strength: brave; weakness: overthinker","1bd95fb0-7b2e-4354-bebd-22f9cf70a1ca","af79b21d3aca67205e2a1374eb6dbbd60880c9d4845c9c30338f2bb22e0ce1dc""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","40","bimpe-the-fashionista","bimpe the fashionista","Bimpe loves wearing trendy clothes and looking gorgeous.","Female","hair: blonde; eyes: none; teeth:gap teeth; clothing: black cold shoulder shirt; accessories: glasses; expression: shocked; strength: intelligent; weakness: procrastination","92b548b7-998b-46b6-8198-80d407209483","cc3366cf0db7bd43377f687c8f813e2910aa413c8505b4dc8c8438d9ac8f65f4""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"TEAM ENGINE","41","kim-rich-aunty","kim rich aunty","She loves spoiling her nieces and nephew.","Female","hair: pink; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength:brave; weakness:food","3344a73c-f15e-4afd-a1b2-3199e27eb08f","cfc4bcc183204bd6de8b9681b21499c8b9706d649abb8c4a8a6e86b94395e2be""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","42","barbra-stark","barbra stark","She loves fine dining and spends time with family.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength:brave; weakness:food","4f31fd99-4918-42a9-a112-fa60ef36d5c6","7243058e78bfe5767001379b6d387ce05ee24b003c0a7371a0e76005dceb675a""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","43","jean-art-dolger","jean art dolger","Loves collecting art for charity.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: creative; weakness: food","5e1105d9-e485-462d-a5bf-1eb931976b13","4bfe08313e0446a6b391ade66285a6d833d042cd4eea73f4338c248ae8c6f837""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","44","flora-burger- eater","flora burger eater","She loves eating burgers.","Female","hair: blue; eyes: brown; teeth: gap; clothing: stripes; accessories: none; expression: frowning; strength: prayerful; weakness: food","054dffd1-cdff-417b-b6c2-a679dabd087b","a04d245bfd2dda7a069332d7cf8d8cdb9f0ea17c712129edde97c0e17254097d""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","45","jessie-lord-rings","jessie lord rings","She loves her  (precious) jewelry.","Female","hair: blue; eyes: brown; teeth: none; clothing: satin; accessories: none; expression: smiling; strength: kind; weakness: shy","caacabe1-0abc-43af-92e2-2231248bff93","209bebe06ed0e1e45bfcc7f52ebd1ead97b3d8888046b5c2d44839fea3addb73""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","46","pinky-monky-ponk","pinky monky ponk","She love to dance the honky tonk.","Female","hair: maroon; eyes: blue; teeth: none; clothing: linen; accessories: none; expression: smiling; strength: brave; weakness: chips","bd6a4b38-543e-40fa-9153-f7e1a947ebb1","7032ffa458732757efdfb6567aff492ecf9d4a8abf716a6ea08e80894d9d03c2""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","47","wanjiru-hippie-glitter","wanjiru hippie glitter","A hippie that loves her glitters.","Female","hair: blue; eyes: brown; teeth: none; clothing: wool; accessories: none; expression: smiling; strength: none; weakness: babies","683f0d27-3cb4-4948-b1b5-09f10bee575a","7dde3e77233d9ac75aa9ed70e867bdbe05ad68898c1f562b10e93e98850a040c""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","48","njoki-binary-coder","njoki binary coder","She codes with the best language and tops the set.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: none; weakness: none","9b59bdb4-0c6c-4107-9d72-6d38d308edb4","7a494a9a06d4d92de2738b05565cc3636c8c1d346d65f5565d7cc3fbc4b8729c""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","49","wangu-calaba-hustler","wangu calaba hustler","She is a passionate hustler you should be careful with her.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: flying","67f7da93-3925-4def-b660-58f558c14a19","fd45fac44cb31b1701f399f521d48de20c98ec4141119310ccdcdc0d4b6534d1""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","50","lulu-dey-kpako","lulu dey kpako","She's is as enthusiastic as she is beautiful.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: loving; weakness: makeup","23b6c38f-ab84-4565-bfe9-d9eb019c9f29","329b28ed595fe691f4f143c711fa60b78befac57eff9a522003a2cd3ab481a83""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","51","kiki-cala-flier","kiki cala flier","She flies first class and gets the best deals.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: kittens","d24aefff-c9fc-4ea9-a7cf-1b741076c822","9e4a4bfcfa77e9db8e3d822eefc24f8376ef1629379b576d288ff5cd5096ad51""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","52","purity-nft -investor","purity nft investor","She is an angel investor looking for the next big thing.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: clothes","ee86ef77-4793-411a-88d3-ea54d84f6b24","44a7604a757f09eee86068b0df4b5d306b66a6d4be08838831015b28055a7cb1""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","53","june-binary-monk","june binary monk","She has a twin from Tibet and they always play together .","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: money","102c4cdb-f812-44fd-bf47-5065284c6075","7c49c37646acc8c1f19985adaf3fb998291f18b84d65f7ae549eaf4e0567bbf7""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","54","aisha-flying-damsel","aisha flying damsel","She is always a damsel in distress and loves to fly.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: food","c4071af3-b49e-4ad6-898b-7828f90465fb","e49e0acad4015d1c715030919071c9eb2e9be9e0a24d9894f9011f69695f9784""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","55","bobo-crypto-lovely","bobo crypto lovely","She is a crypto guru you can trust all through.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: water","427ea0f5-30a3-4d70-a5bd-a6106409b83c","19b2d44b402b41e0b3eaa10a5ee357efd62292ccce641ef925519e3306e47a63""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","56","nell-light -embrace","nell light embrace","She is an empathy ready with a kind word or hug.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: love","9dfe30b4-c71a-471c-8091-f5c4a238eed8","76127fedad83f5f174a4f0c2b2037e2b926a43d707045ac5e062140f3184c76a""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","57","rachel-mood-silent","rachel mood silent","Introvert  to the core a mysterious lady.","Female","hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: walls","11450acd-f0d7-406f-bc18-bdb680404845","97cc5732179512c3af5a5bdaa36c53d9ac0960bb3b3371d92706e095a2f7d35f""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","58","nana-reflector-agent","nana reflector agent","She loves her chrome fashion style.","Female","hair: pink; eyes: blue; teeth: none; clothing: ankara; accessories:none; expression: smiling; strength: brave; weakness: shy","63bda633-bfca-4b28-823f-7772936b4103","7e48f1e5be025312d11252c87e88137998cdb69f7a60bca7001afd6c98eabdb2""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","59","bree-busy-gossip","bree busy gossip","Never whisper your secrets to her except you want the world to know.","Female","hair: blue; eyes:white; teeth: none; clothing: glitter; accessories:none; expression: frowm; strength:goodlistener; weakness:height","4f5898d9-fc99-4053-a56c-b2ec1ef41347","76b244bc064d3debc3b4d58e9f9eb8996acf13ab6de7ff4e5caa10bec846836c""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","60","jude-shadow-fighter","jude shadow fighter","A ninja warrior; the last samurai standing.","Female","hair: white; eyes:brown; teeth: none; clothing: ankara; accessories:chain; expression: smiling; strength:brave; weakness:water","a47b2ed7-d4aa-4404-ac40-0ecea464cf3f","2e34e70d0a7849051ad23ffa3eda4132d2802990fd15bb7af817e91e8fcb0965""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"TEAM GRIT","61","toy-soldier","toy soldier","A man stronger than an army.","Male","hair: bald; eyes: closed; teeth: none; clothing: overall; accessories: nose mask; expression: happy; strength: powerful; weakness: sentimental","fc8ea3ac-59d1-11ed-9b6a-0242ac120002","2f761605ac6de37719fbf5e43effff32af1c62e1521de4b532789fa274c1e3a8""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","62","pipey-rivers","pipey rivers","A man who loves the water so much and fixes it's path.","Male","hair:bald; eyes: opened; teeth:none; clothing: overall; accessories: nose mask; strength: calculative; weakness: public speaking","58f69cae-59d1-11ed-9b6a-0242ac120002","476526b0d0384addd74da14d6b9b8e0dd892cc50acc998e8937dc34a5040cb53""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","63","phiri-of-zambia","phiri of zambia","An african woman with strength and beauty.","Female","hair: purple buns; eyes:nose; teeth: none; clothing: adire; accessories: sunglasses; expression: jiggy; strength: free spirit; weakness: blind","24b537fa-59d3-11ed-9b6a-0242ac120002","200d8b97ca88d5aa523ec68dc9b628fc9660751dfe05e39b38258ca6a3455ca8""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","64","patrick-of-bikinibottom","patrick of bikinibottom","A white man who loves the african culture and associates with their dressing.","Male","hair: bald; eyes: opened; teeth: none; clothing: kente; accessories: nose mask; expression: confused; strength: adaptation; weakness: fluency","064c7b84-59d3-11ed-9b6a-0242ac120002","79a67f29a3613b0aee52c8a949baaa58fc735174fde22f5598538ad2f3e00937""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
"","65","nobuhle-of-zulu","nobuhle of zulu","A woman; well endowed with beauty.","Female","hair: brown bun; eyes: none; teeth: none; clothing: iqoyi; accessories: sunglasses; expression: astonished; strength: cool headed; weakness: pressure","1ee5b1ce-59d3-11ed-9b6a-0242ac120002","73538ba2ae87d3ad1e44afc88923666c6e753fc1633a52ac895b38458d8ddafe""TEAM NAMES","Series Number","Filename","Name","Description","Gender","Attributes","UUID","HASH"
